,0 2 4 5 6,0 1 2 4 8,0 1 2 5 8,0 1 2 3 6,0 2 5 6 7,0 1 2 3 5,0 1 2 4 6,0 2 5 6 8,0 3 4 6 8,0 2 3 6 8,0 1 2 5 7,0 1 3 5 6,0 1 3 6 9,0 1 2 3 7,0 1 2 6 8,0 1 2 6 7,0 1 3 5 7,0 1 3 4 6,0 1 4 6 8,0 2 3 5 6,0 2 4 6 7,0 1 5 6 7,0 1 2 4 7,0 2 5 6 9,0 3 5 6 7,0 1 4 6 9,0 1 2 4 5,0 2 3 4 6,0 4 5 6 7,0 1 4 5 8,0 2 3 4 8,0 3 4 5 8,0 2 3 4 7,0 2 3 4 5,0 3 4 6 7,0 1 4 5 7,0 2 4 5 8,0 1 4 5 6,0 1 4 7 8,0 1 3 4 5,0 2 4 6 9,0 2 4 7 8,0 2 3 6 9,0 1 3 6 7,0 2 4 6 8,0 3 4 5 7,0 1 2 5 6,0 1 4 6 7,0 2 3 5 8,0 1 3 4 8,0 3 6 7 8,0 3 4 5 6,0 1 2 3 4,0 1 3 6 8,0 1 5 6 8,0 3 5 6 8,0 1 3 4 7,0 2 5 7 8,0 2 3 6 7,0 3 4 7 8,0 3 5 7 8,0 2 3 5 7,0 2 3 7 8,0 1 3 5 8,0 2 4 5 7,0 2 4 7 9
0 1 2 5 7,0.042609793292098616,0.02135317575061413,0.01476159217842378,0.01345410389995838,0.009640468825130255,0.009450780205126477,0.006186791298722724,0.004743666931376012,0.003444020898942121,0.0034365966909429557,0.0,-0.0007081772680724713,-0.0014283300780085634,-0.0017212852213249058,-0.0074087185071035205,-0.017310730037245023,-0.019492958947590996,-0.025857376717452543,-0.025914410695466225,-0.026175524082667864,-0.027034340576342894,-0.02801171258244374,-0.029967611009739034,-0.030473718485307374,-0.03079672018642919,-0.031121458479534805,-0.0327000282668299,-0.03676883133208943,-0.03763150031064587,-0.0431935415607123,-0.043897025185653984,-0.04467878692864237,-0.05120035384273465,-0.05160423891571676,-0.05162349619645744,-0.052952696310533606,-0.05362800746207859,-0.05369048273311193,-0.054821683673966407,-0.05762487539311155,-0.05845780301305427,-0.05869050818770989,-0.05871018391743281,-0.06225807198964871,-0.07143294637119972,-0.07944261536447052,-0.08080993880744337,-0.08813080324768376,-0.08999440944423741,-0.09197883160101054,-0.0948793915668709,-0.09700562169737732,-0.09890956992969967,-0.10124763461753712,-0.10625106752642786,-0.10632818568260587,-0.10758684889455113,-0.11085572744733145,-0.12303388325089919,-0.1323712505333129,-0.1417461302278405,-0.14983389902101946,-0.1538280539048404,-0.2143381747107151,-0.2230081049405847,-0.22857733619901016
0 1 3 5 6,0.04331797056017109,0.0220613530186866,0.015469769446496251,0.014162281168030852,0.010348646093202726,0.010158957473198948,0.006894968566795195,0.005451844199448483,0.0041521981670145924,0.004144773959015427,0.0007081772680724713,0.0,-0.0007201528099360921,-0.0010131079532524345,-0.006700541239031049,-0.01660255276917255,-0.018784781679518525,-0.025149199449380072,-0.025206233427393754,-0.025467346814595393,-0.026326163308270423,-0.02730353531437127,-0.029259433741666563,-0.029765541217234903,-0.03008854291835672,-0.030413281211462334,-0.031991850998757426,-0.036060654064016956,-0.0369233230425734,-0.04248536429263983,-0.04318884791758151,-0.0439706096605699,-0.05049217657466218,-0.05089606164764429,-0.05091531892838497,-0.052244519042461135,-0.05291983019400612,-0.05298230546503946,-0.054113506405893935,-0.05691669812503908,-0.0577496257449818,-0.05798233091963742,-0.05800200664936034,-0.06154989472157624,-0.07072476910312725,-0.07873443809639805,-0.0801017615393709,-0.08742262597961128,-0.08928623217616494,-0.09127065433293807,-0.09417121429879843,-0.09629744442930485,-0.0982013926616272,-0.10053945734946465,-0.10554289025835539,-0.1056200084145334,-0.10687867162647866,-0.11014755017925898,-0.12232570598282672,-0.13166307326524043,-0.14103795295976804,-0.149125721752947,-0.15311987663676793,-0.21362999744264263,-0.22229992767251225,-0.2278691589309377
0 1 3 6 9,0.04403812337010718,0.022781505828622692,0.016189922256432343,0.014882433977966944,0.011068798903138818,0.01087911028313504,0.0076151213767312875,0.006171997009384575,0.0048723509769506845,0.004864926768951519,0.0014283300780085634,0.0007201528099360921,0.0,-0.0002929551433163424,-0.005980388429094957,-0.01588239995923646,-0.018064628869582433,-0.02442904663944398,-0.02448608061745766,-0.0247471940046593,-0.02560601049833433,-0.026583382504435177,-0.02853928093173047,-0.02904538840729881,-0.029368390108420628,-0.029693128401526242,-0.031271698188821334,-0.035340501254080864,-0.036203170232637305,-0.041765211482703735,-0.04246869510764542,-0.043250456850633806,-0.04977202376472609,-0.0501759088377082,-0.050195166118448875,-0.05152436623252504,-0.052199677384070026,-0.05226215265510337,-0.05339335359595784,-0.056196545315102986,-0.057029472935045705,-0.05726217810970133,-0.057281853839424246,-0.060829741911640145,-0.07000461629319116,-0.07801428528646195,-0.07938160872943481,-0.08670247316967519,-0.08856607936622884,-0.09055050152300198,-0.09345106148886234,-0.09557729161936876,-0.0974812398516911,-0.09981930453952856,-0.1048227374484193,-0.1048998556045973,-0.10615851881654256,-0.10942739736932289,-0.12160555317289062,-0.13094292045530434,-0.14031780014983194,-0.1484055689430109,-0.15239972382683184,-0.21290984463270654,-0.22157977486257616,-0.2271490061210016
0 1 2 3 7,0.04433107851342352,0.023074460971939034,0.016482877399748685,0.015175389121283286,0.01136175404645516,0.011172065426451383,0.00790807652004763,0.006464952152700917,0.005165306120267027,0.0051578819122678615,0.0017212852213249058,0.0010131079532524345,0.0002929551433163424,0.0,-0.005687433285778615,-0.015589444815920117,-0.01777167372626609,-0.024136091496127637,-0.02419312547414132,-0.02445423886134296,-0.025313055355017988,-0.026290427361118834,-0.02824632578841413,-0.02875243326398247,-0.029075434965104285,-0.0294001732582099,-0.03097874304550499,-0.03504754611076452,-0.03591021508932096,-0.04147225633938739,-0.04217573996432908,-0.042957501707317464,-0.049479068621409744,-0.04988295369439186,-0.04990221097513253,-0.0512314110892087,-0.05190672224075368,-0.051969197511787024,-0.0531003984526415,-0.055903590171786643,-0.05673651779172936,-0.056969222966384986,-0.056988898696107904,-0.0605367867683238,-0.06971166114987482,-0.07772133014314561,-0.07908865358611847,-0.08640951802635885,-0.0882731242229125,-0.09025754637968564,-0.093158106345546,-0.09528433647605242,-0.09718828470837476,-0.09952634939621222,-0.10452978230510296,-0.10460690046128096,-0.10586556367322622,-0.10913444222600654,-0.12131259802957428,-0.130649965311988,-0.1400248450065156,-0.14811261379969456,-0.1521067686835155,-0.2126168894893902,-0.22128681971925981,-0.22685605097768527
0 1 2 6 8,0.05001851179920214,0.02876189425771765,0.0221703106855273,0.0208628224070619,0.017049187332233776,0.016859498712229998,0.013595509805826245,0.012152385438479532,0.010852739406045642,0.010845315198046476,0.0074087185071035205,0.006700541239031049,0.005980388429094957,0.005687433285778615,0.0,-0.009902011530141502,-0.012084240440487476,-0.018448658210349023,-0.018505692188362705,-0.018766805575564344,-0.019625622069239373,-0.02060299407534022,-0.022558892502635514,-0.023064999978203854,-0.02338800167932567,-0.023712739972431285,-0.025291309759726377,-0.029360112824985907,-0.030222781803542348,-0.03578482305360878,-0.036488306678550464,-0.03727006842153885,-0.04379163533563113,-0.04419552040861324,-0.04421477768935392,-0.045543977803430086,-0.04621928895497507,-0.04628176422600841,-0.047412965166862886,-0.05021615688600803,-0.05104908450595075,-0.05128178968060637,-0.05130146541032929,-0.05484935348254519,-0.0640242278640962,-0.072033896857367,-0.07340122030033985,-0.08072208474058024,-0.08258569093713389,-0.08457011309390702,-0.08747067305976738,-0.0895969031902738,-0.09150085142259615,-0.0938389161104336,-0.09884234901932434,-0.09891946717550235,-0.1001781303874476,-0.10344700894022793,-0.11562516474379567,-0.12496253202620938,-0.134337411720737,-0.14242518051391595,-0.14641933539773688,-0.20692945620361158,-0.2155993864334812,-0.22116861769190665
0 1 2 6 7,0.05992052332934364,0.03866390578785915,0.0320723222156688,0.030764833937203404,0.026951198862375278,0.0267615102423715,0.023497521335967747,0.022054396968621034,0.020754750936187144,0.02074732672818798,0.017310730037245023,0.01660255276917255,0.01588239995923646,0.015589444815920117,0.009902011530141502,0.0,-0.0021822289103459735,-0.00854664668020752,-0.008603680658221202,-0.008864794045422841,-0.009723610539097871,-0.010700982545198717,-0.012656880972494011,-0.013162988448062352,-0.013485990149184168,-0.013810728442289782,-0.015389298229584875,-0.019458101294844404,-0.020320770273400846,-0.025882811523467275,-0.02658629514840896,-0.027368056891397347,-0.03388962380548963,-0.03429350887847174,-0.034312766159212416,-0.03564196627328858,-0.036317277424833566,-0.03637975269586691,-0.037510953636721384,-0.040314145355866526,-0.041147072975809246,-0.04137977815046487,-0.041399453880187786,-0.044947341952403685,-0.0541222163339547,-0.062131885327225495,-0.06349920877019835,-0.07082007321043873,-0.07268367940699239,-0.07466810156376552,-0.07756866152962588,-0.0796948916601323,-0.08159883989245464,-0.0839369045802921,-0.08894033748918284,-0.08901745564536084,-0.0902761188573061,-0.09354499741008643,-0.10572315321365416,-0.11506052049606788,-0.12443540019059549,-0.13252316898377445,-0.13651732386759538,-0.19702744467347008,-0.2056973749033397,-0.21126660616176515
0 1 3 5 7,0.06210275223968961,0.040846134698205125,0.034254551126014776,0.03294706284754938,0.02913342777272125,0.028943739152717474,0.02567975024631372,0.024236625878967008,0.022936979846533118,0.022929555638533952,0.019492958947590996,0.018784781679518525,0.018064628869582433,0.01777167372626609,0.012084240440487476,0.0021822289103459735,0.0,-0.006364417769861547,-0.006421451747875229,-0.006682565135076868,-0.0075413816287518975,-0.008518753634852744,-0.010474652062148038,-0.010980759537716378,-0.011303761238838195,-0.011628499531943809,-0.013207069319238901,-0.01727587238449843,-0.018138541363054872,-0.0237005826131213,-0.024404066238062988,-0.025185827981051373,-0.031707394895143654,-0.03211127996812577,-0.03213053724886644,-0.03345973736294261,-0.03413504851448759,-0.034197523785520934,-0.03532872472637541,-0.03813191644552055,-0.03896484406546327,-0.039197549240118895,-0.03921722496984181,-0.04276511304205771,-0.051939987423608724,-0.05994965641687952,-0.06131697985985238,-0.06863784430009276,-0.07050145049664641,-0.07248587265341955,-0.07538643261927991,-0.07751266274978633,-0.07941661098210867,-0.08175467566994613,-0.08675810857883687,-0.08683522673501487,-0.08809388994696013,-0.09136276849974045,-0.10354092430330819,-0.11287829158572191,-0.12225317128024951,-0.13034094007342847,-0.1343350949572494,-0.1948452157631241,-0.20351514599299372,-0.20908437725141918
0 1 3 4 6,0.06846717000955116,0.04721055246806667,0.04061896889587632,0.039311480617410924,0.0354978455425828,0.03530815692257902,0.03204416801617527,0.030601043648828555,0.029301397616394664,0.0292939734083955,0.025857376717452543,0.025149199449380072,0.02442904663944398,0.024136091496127637,0.018448658210349023,0.00854664668020752,0.006364417769861547,0.0,-5.703397801368193e-05,-0.00031814736521532105,-0.0011769638588903508,-0.002154335864991197,-0.004110234292286491,-0.004616341767854831,-0.004939343468976648,-0.005264081762082262,-0.006842651549377354,-0.010911454614636884,-0.011774123593193325,-0.017336164843259755,-0.01803964846820144,-0.018821410211189826,-0.025342977125282107,-0.02574686219826422,-0.025766119479004895,-0.027095319593081063,-0.027770630744626046,-0.027833106015659387,-0.028964306956513863,-0.031767498675659006,-0.032600426295601725,-0.03283313147025735,-0.032852807199980266,-0.036400695272196165,-0.04557556965374718,-0.053585238647017974,-0.05495256208999083,-0.06227342653023121,-0.06413703272678486,-0.066121454883558,-0.06902201484941836,-0.07114824497992478,-0.07305219321224712,-0.07539025790008458,-0.08039369080897532,-0.08047080896515332,-0.08172947217709858,-0.08499835072987891,-0.09717650653344664,-0.10651387381586036,-0.11588875351038797,-0.12397652230356693,-0.12797067718738786,-0.18848079799326256,-0.19715072822313218,-0.20271995948155763
0 1 4 6 8,0.06852420398756484,0.047267586446080354,0.040676002873890005,0.039368514595424606,0.03555487952059648,0.0353651909005927,0.03210120199418895,0.030658077626842237,0.029358431594408346,0.02935100738640918,0.025914410695466225,0.025206233427393754,0.02448608061745766,0.02419312547414132,0.018505692188362705,0.008603680658221202,0.006421451747875229,5.703397801368193e-05,0.0,-0.0002611133872016391,-0.001119929880876669,-0.002097301886977515,-0.004053200314272809,-0.004559307789841149,-0.004882309490962966,-0.00520704778406858,-0.006785617571363672,-0.010854420636623202,-0.011717089615179643,-0.017279130865246073,-0.01798261449018776,-0.018764376233176144,-0.025285943147268425,-0.025689828220250538,-0.025709085500991213,-0.02703828561506738,-0.027713596766612364,-0.027776072037645705,-0.02890727297850018,-0.031710464697645324,-0.032543392317588044,-0.03277609749224367,-0.032795773221966584,-0.03634366129418248,-0.045518535675733496,-0.05352820466900429,-0.05489552811197715,-0.06221639255221753,-0.06407999874877118,-0.06606442090554432,-0.06896498087140468,-0.0710912110019111,-0.07299515923423344,-0.0753332239220709,-0.08033665683096164,-0.08041377498713964,-0.0816724381990849,-0.08494131675186523,-0.09711947255543296,-0.10645683983784668,-0.11583171953237428,-0.12391948832555325,-0.12791364320937418,-0.18842376401524888,-0.1970936942451185,-0.20266292550354395
0 2 3 5 6,0.06878531737476648,0.04752869983328199,0.040937116261091644,0.039629627982626245,0.03581599290779812,0.03562630428779434,0.03236231538139059,0.030919191014043876,0.029619544981609985,0.02961212077361082,0.026175524082667864,0.025467346814595393,0.0247471940046593,0.02445423886134296,0.018766805575564344,0.008864794045422841,0.006682565135076868,0.00031814736521532105,0.0002611133872016391,0.0,-0.0008588164936750298,-0.001836188499775876,-0.00379208692707117,-0.00429819440263951,-0.004621196103761327,-0.004945934396866941,-0.006524504184162033,-0.010593307249421563,-0.011455976227978004,-0.017018017478044434,-0.01772150110298612,-0.018503262845974505,-0.025024829760066786,-0.0254287148330489,-0.025447972113789574,-0.026777172227865742,-0.027452483379410725,-0.027514958650444066,-0.028646159591298542,-0.031449351310443685,-0.032282278930386404,-0.03251498410504203,-0.032534659834764945,-0.036082547906980844,-0.04525742228853186,-0.05326709128180265,-0.05463441472477551,-0.06195527916501589,-0.06381888536156954,-0.06580330751834268,-0.06870386748420304,-0.07083009761470946,-0.0727340458470318,-0.07507211053486926,-0.08007554344376,-0.080152661599938,-0.08141132481188326,-0.08468020336466359,-0.09685835916823132,-0.10619572645064504,-0.11557060614517264,-0.1236583749383516,-0.12765252982217254,-0.18816265062804724,-0.19683258085791686,-0.2024018121163423
0 2 4 6 7,0.06964413386844151,0.04838751632695702,0.041795932754766674,0.040488444476301275,0.03667480940147315,0.03648512078146937,0.03322113187506562,0.031778007507718906,0.030478361475285015,0.03047093726728585,0.027034340576342894,0.026326163308270423,0.02560601049833433,0.025313055355017988,0.019625622069239373,0.009723610539097871,0.0075413816287518975,0.0011769638588903508,0.001119929880876669,0.0008588164936750298,0.0,-0.0009773720061008462,-0.00293327043339614,-0.0034393779089644805,-0.003762379610086297,-0.004087117903191911,-0.0056656876904870035,-0.009734490755746533,-0.010597159734302974,-0.016159200984369404,-0.01686268460931109,-0.017644446352299475,-0.024166013266391756,-0.02456989833937387,-0.024589155620114544,-0.025918355734190712,-0.026593666885735695,-0.026656142156769036,-0.027787343097623513,-0.030590534816768655,-0.031423462436711375,-0.031656167611367,-0.031675843341089915,-0.035223731413305814,-0.04439860579485683,-0.05240827478812762,-0.05377559823110048,-0.06109646267134086,-0.06296006886789451,-0.06494449102466765,-0.06784505099052801,-0.06997128112103443,-0.07187522935335677,-0.07421329404119423,-0.07921672695008497,-0.07929384510626297,-0.08055250831820823,-0.08382138687098856,-0.09599954267455629,-0.10533690995697001,-0.11471178965149761,-0.12279955844467658,-0.1267937133284975,-0.1873038341343722,-0.19597376436424183,-0.20154299562266728
0 1 5 6 7,0.07062150587454236,0.04936488833305787,0.04277330476086752,0.04146581648240212,0.037652181407573995,0.03746249278757022,0.034198503881166464,0.03275537951381975,0.03145573348138586,0.031448309273386696,0.02801171258244374,0.02730353531437127,0.026583382504435177,0.026290427361118834,0.02060299407534022,0.010700982545198717,0.008518753634852744,0.002154335864991197,0.002097301886977515,0.001836188499775876,0.0009773720061008462,0.0,-0.001955898427295294,-0.0024620059028636343,-0.002785007603985451,-0.003109745897091065,-0.004688315684386157,-0.008757118749645687,-0.009619787728202128,-0.015181828978268558,-0.015885312603210244,-0.01666707434619863,-0.02318864126029091,-0.023592526333273023,-0.0236117836140137,-0.024940983728089866,-0.02561629487963485,-0.02567877015066819,-0.026809971091522666,-0.02961316281066781,-0.03044609043061053,-0.03067879560526615,-0.03069847133498907,-0.03424635940720497,-0.04342123378875598,-0.05143090278202678,-0.052798226224999634,-0.060119090665240016,-0.06198269686179367,-0.0639671190185668,-0.06686767898442716,-0.06899390911493358,-0.07089785734725593,-0.07323592203509338,-0.07823935494398412,-0.07831647310016213,-0.07957513631210739,-0.08284401486488771,-0.09502217066845545,-0.10435953795086916,-0.11373441764539677,-0.12182218643857573,-0.12581634132239666,-0.18632646212827136,-0.19499639235814098,-0.20056562361656644
0 1 2 4 7,0.07257740430183765,0.05132078676035316,0.044729203188162814,0.043421714909697415,0.03960807983486929,0.03941839121486551,0.03615440230846176,0.034711277941115046,0.033411631908681155,0.03340420770068199,0.029967611009739034,0.029259433741666563,0.02853928093173047,0.02824632578841413,0.022558892502635514,0.012656880972494011,0.010474652062148038,0.004110234292286491,0.004053200314272809,0.00379208692707117,0.00293327043339614,0.001955898427295294,0.0,-0.0005061074755683403,-0.000829109176690157,-0.0011538474697957712,-0.0027324172570908634,-0.006801220322350393,-0.007663889300906834,-0.013225930550973264,-0.01392941417591495,-0.014711175918903335,-0.021232742832995616,-0.02163662790597773,-0.021655885186718404,-0.022985085300794572,-0.023660396452339555,-0.023722871723372896,-0.024854072664227372,-0.027657264383372515,-0.028490192003315234,-0.028722897177970858,-0.028742572907693775,-0.032290460979909674,-0.04146533536146069,-0.04947500435473148,-0.05084232779770434,-0.05816319223794472,-0.060026798434498374,-0.06201122059127151,-0.06491178055713187,-0.06703801068763829,-0.06894195891996063,-0.07128002360779809,-0.07628345651668883,-0.07636057467286683,-0.07761923788481209,-0.08088811643759242,-0.09306627224116015,-0.10240363952357387,-0.11177851921810147,-0.11986628801128044,-0.12386044289510137,-0.18437056370097607,-0.19304049393084569,-0.19860972518927114
0 2 5 6 9,0.07308351177740599,0.0518268942359215,0.045235310663731154,0.043927822385265755,0.04011418731043763,0.03992449869043385,0.0366605097840301,0.035217385416683386,0.033917739384249496,0.03391031517625033,0.030473718485307374,0.029765541217234903,0.02904538840729881,0.02875243326398247,0.023064999978203854,0.013162988448062352,0.010980759537716378,0.004616341767854831,0.004559307789841149,0.00429819440263951,0.0034393779089644805,0.0024620059028636343,0.0005061074755683403,0.0,-0.0003230017011218167,-0.0006477399942274309,-0.002226309781522523,-0.006295112846782053,-0.007157781825338494,-0.012719823075404924,-0.01342330670034661,-0.014205068443334995,-0.020726635357427275,-0.02113052043040939,-0.021149777711150064,-0.022478977825226232,-0.023154288976771215,-0.023216764247804555,-0.024347965188659032,-0.027151156907804175,-0.027984084527746894,-0.028216789702402517,-0.028236465432125435,-0.031784353504341334,-0.040959227885892346,-0.04896889687916314,-0.050336220322136,-0.05765708476237638,-0.059520690958930034,-0.06150511311570317,-0.06440567308156353,-0.06653190321206995,-0.06843585144439229,-0.07077391613222975,-0.07577734904112049,-0.07585446719729849,-0.07711313040924375,-0.08038200896202408,-0.09256016476559181,-0.10189753204800553,-0.11127241174253313,-0.1193601805357121,-0.12335433541953303,-0.18386445622540773,-0.19253438645527735,-0.1981036177137028
0 3 5 6 7,0.07340651347852781,0.05214989593704332,0.04555831236485297,0.04425082408638757,0.040437189011559446,0.04024750039155567,0.036983511485151915,0.0355403871178052,0.03424074108537131,0.03423331687737215,0.03079672018642919,0.03008854291835672,0.029368390108420628,0.029075434965104285,0.02338800167932567,0.013485990149184168,0.011303761238838195,0.004939343468976648,0.004882309490962966,0.004621196103761327,0.003762379610086297,0.002785007603985451,0.000829109176690157,0.0003230017011218167,0.0,-0.0003247382931056142,-0.0019033080804007063,-0.005972111145660236,-0.006834780124216677,-0.012396821374283107,-0.013100304999224793,-0.013882066742213178,-0.02040363365630546,-0.020807518729287572,-0.020826776010028247,-0.022155976124104415,-0.022831287275649398,-0.02289376254668274,-0.024024963487537215,-0.026828155206682358,-0.027661082826625077,-0.0278937880012807,-0.027913463731003618,-0.03146135180321952,-0.04063622618477053,-0.048645895178041326,-0.05001321862101418,-0.057334083061254565,-0.05919768925780822,-0.06118211141458135,-0.06408267138044171,-0.06620890151094813,-0.06811284974327048,-0.07045091443110793,-0.07545434733999867,-0.07553146549617668,-0.07679012870812194,-0.08005900726090226,-0.09223716306447,-0.10157453034688371,-0.11094941004141132,-0.11903717883459028,-0.12303133371841121,-0.1835414545242859,-0.19221138475415553,-0.19778061601258098
0 1 4 6 9,0.07373125177163342,0.052474634230148934,0.045883050657958585,0.044575562379493186,0.04076192730466506,0.04057223868466128,0.03730824977825753,0.03586512541091082,0.03456547937847693,0.03455805517047776,0.031121458479534805,0.030413281211462334,0.029693128401526242,0.0294001732582099,0.023712739972431285,0.013810728442289782,0.011628499531943809,0.005264081762082262,0.00520704778406858,0.004945934396866941,0.004087117903191911,0.003109745897091065,0.0011538474697957712,0.0006477399942274309,0.0003247382931056142,0.0,-0.0015785697872950921,-0.005647372852554622,-0.006510041831111063,-0.012072083081177493,-0.012775566706119179,-0.013557328449107564,-0.020078895363199845,-0.020482780436181958,-0.020502037716922633,-0.0218312378309988,-0.022506548982543784,-0.022569024253577125,-0.0237002251944316,-0.026503416913576744,-0.027336344533519463,-0.027569049708175086,-0.027588725437898004,-0.031136613510113903,-0.040311487891664916,-0.04832115688493571,-0.04968848032790857,-0.05700934476814895,-0.0588729509647026,-0.06085737312147574,-0.0637579330873361,-0.06588416321784252,-0.06778811145016486,-0.07012617613800232,-0.07512960904689306,-0.07520672720307106,-0.07646539041501632,-0.07973426896779665,-0.09191242477136438,-0.1012497920537781,-0.1106246717483057,-0.11871244054148467,-0.1227065954253056,-0.1832167162311803,-0.19188664646104991,-0.19745587771947537
0 1 2 4 5,0.07530982155892851,0.054053204017444026,0.04746162044525368,0.04615413216678828,0.04234049709196015,0.042150808471956375,0.03888681956555262,0.03744369519820591,0.03614404916577202,0.03613662495777285,0.0327000282668299,0.031991850998757426,0.031271698188821334,0.03097874304550499,0.025291309759726377,0.015389298229584875,0.013207069319238901,0.006842651549377354,0.006785617571363672,0.006524504184162033,0.0056656876904870035,0.004688315684386157,0.0027324172570908634,0.002226309781522523,0.0019033080804007063,0.0015785697872950921,0.0,-0.00406880306525953,-0.004931472043815971,-0.0104935132938824,-0.011196996918824087,-0.011978758661812472,-0.018500325575904752,-0.018904210648886866,-0.01892346792962754,-0.02025266804370371,-0.02092797919524869,-0.020990454466282032,-0.02212165540713651,-0.024924847126281652,-0.02575777474622437,-0.025990479920879994,-0.026010155650602912,-0.02955804372281881,-0.03873291810436982,-0.04674258709764062,-0.048109910540613476,-0.05543077498085386,-0.05729438117740751,-0.059278803334180646,-0.06217936330004101,-0.06430559343054743,-0.06620954166286977,-0.06854760635070722,-0.07355103925959797,-0.07362815741577597,-0.07488682062772123,-0.07815569918050155,-0.09033385498406929,-0.099671222266483,-0.10904610196101061,-0.11713387075418957,-0.1211280256380105,-0.1816381464438852,-0.19030807667375482,-0.19587730793218028
0 2 3 4 6,0.07937862462418804,0.058122007082703556,0.05153042351051321,0.05022293523204781,0.04640930015721968,0.046219611537215904,0.04295562263081215,0.04151249826346544,0.04021285223103155,0.04020542802303238,0.03676883133208943,0.036060654064016956,0.035340501254080864,0.03504754611076452,0.029360112824985907,0.019458101294844404,0.01727587238449843,0.010911454614636884,0.010854420636623202,0.010593307249421563,0.009734490755746533,0.008757118749645687,0.006801220322350393,0.006295112846782053,0.005972111145660236,0.005647372852554622,0.00406880306525953,0.0,-0.0008626689785564412,-0.006424710228622871,-0.007128193853564557,-0.007909955596552942,-0.014431522510645223,-0.014835407583627336,-0.014854664864368011,-0.01618386497844418,-0.016859176129989162,-0.016921651401022503,-0.01805285234187698,-0.020856044061022122,-0.02168897168096484,-0.021921676855620464,-0.021941352585343382,-0.02548924065755928,-0.034664115039110294,-0.04267378403238109,-0.04404110747535395,-0.05136197191559433,-0.05322557811214798,-0.05521000026892112,-0.05811056023478148,-0.060236790365287896,-0.06214073859761024,-0.0644788032854477,-0.06948223619433844,-0.06955935435051644,-0.0708180175624617,-0.07408689611524202,-0.08626505191880976,-0.09560241920122348,-0.10497729889575108,-0.11306506768893004,-0.11705922257275098,-0.17756934337862568,-0.1862392736084953,-0.19180850486692075
0 4 5 6 7,0.08024129360274448,0.05898467606126,0.05239309248906965,0.05108560421060425,0.047271969135776123,0.047082280515772346,0.04381829160936859,0.04237516724202188,0.04107552120958799,0.041068097001588824,0.03763150031064587,0.0369233230425734,0.036203170232637305,0.03591021508932096,0.030222781803542348,0.020320770273400846,0.018138541363054872,0.011774123593193325,0.011717089615179643,0.011455976227978004,0.010597159734302974,0.009619787728202128,0.007663889300906834,0.007157781825338494,0.006834780124216677,0.006510041831111063,0.004931472043815971,0.0008626689785564412,0.0,-0.00556204125006643,-0.006265524875008116,-0.007047286617996501,-0.013568853532088782,-0.013972738605070895,-0.01399199588581157,-0.015321195999887738,-0.01599650715143272,-0.01605898242246606,-0.017190183363320538,-0.01999337508246568,-0.0208263027024084,-0.021059007877064023,-0.02107868360678694,-0.02462657167900284,-0.03380144606055385,-0.04181111505382465,-0.043178438496797505,-0.05049930293703789,-0.05236290913359154,-0.054347331290364675,-0.057247891256225036,-0.059374121386731454,-0.0612780696190538,-0.06361613430689125,-0.068619567215782,-0.06869668537196,-0.06995534858390526,-0.07322422713668558,-0.08540238294025332,-0.09473975022266704,-0.10411462991719464,-0.1122023987103736,-0.11619655359419453,-0.17670667440006924,-0.18537660462993885,-0.1909458358883643
0 1 4 5 8,0.08580333485281091,0.06454671731132643,0.05795513373913608,0.05664764546067068,0.05283401038584255,0.052644321765838775,0.04938033285943502,0.04793720849208831,0.04663756245965442,0.046630138251655254,0.0431935415607123,0.04248536429263983,0.041765211482703735,0.04147225633938739,0.03578482305360878,0.025882811523467275,0.0237005826131213,0.017336164843259755,0.017279130865246073,0.017018017478044434,0.016159200984369404,0.015181828978268558,0.013225930550973264,0.012719823075404924,0.012396821374283107,0.012072083081177493,0.0104935132938824,0.006424710228622871,0.00556204125006643,0.0,-0.0007034836249416865,-0.0014852453679300714,-0.008006812282022352,-0.008410697355004465,-0.00842995463574514,-0.009759154749821308,-0.010434465901366291,-0.010496941172399632,-0.011628142113254109,-0.014431333832399251,-0.01526426145234197,-0.015496966626997594,-0.015516642356720511,-0.01906453042893641,-0.028239404810487423,-0.03624907380375822,-0.037616397246731076,-0.04493726168697146,-0.04680086788352511,-0.048785290040298246,-0.05168585000615861,-0.053812080136665025,-0.05571602836898737,-0.058054093056824824,-0.06305752596571557,-0.06313464412189357,-0.06439330733383883,-0.06766218588661915,-0.07984034169018689,-0.0891777089726006,-0.09855258866712821,-0.10664035746030717,-0.1106345123441281,-0.1711446331500028,-0.17981456337987242,-0.18538379463829788
